category,series,node,title,code,size,summary,type,updated,files,local
Multi Message Signs,Advance Warning Series (MMS-ADV),10256,202131-0018 - Driverless Bus,MMS-ADV-95,1200x300,"Size: 1200 x 300, Refer to Sign MMS-ADV-95",PDF,24 May 2021,https://www.mainroads.wa.gov.au/49f076/globalassets/technical-commercial/technical-library/signs-index/multi-message-signs/advance-warning-series-mms-adv/202131-0018.pdf | https://www.mainroads.wa.gov.au/49efc0/globalassets/technical-commercial/technical-library/signs-index/multi-message-signs/advance-warning-series-mms-adv/mms-adv-95.dwg | https://www.mainroads.wa.gov.au/49b79b/globalassets/images/sign-thumbnails/multi-message/advance-warning/mms-adv-95.png,Original PDFs/Multi Message Signs/Advance Warning Series MMS-ADV/202131-0018.pdf | Original PDFs/Multi Message Signs/Advance Warning Series MMS-ADV/mms-adv-95.dwg
Multi Message Signs,Advance Warning Series (MMS-ADV),10256,202131-0019 - Autonomous Bus,MMS-ADV-96,600x600,"Size: 600 x 600, Refer to Sign MMS-ADV-96",PDF,24 May 2021,https://www.mainroads.wa.gov.au/49f089/globalassets/technical-commercial/technical-library/signs-index/multi-message-signs/advance-warning-series-mms-adv/202131-0019.pdf | https://www.mainroads.wa.gov.au/49efd2/globalassets/technical-commercial/technical-library/signs-index/multi-message-signs/advance-warning-series-mms-adv/mms-adv-96.dwg | https://www.mainroads.wa.gov.au/49b7ec/globalassets/images/sign-thumbnails/multi-message/advance-warning/mms-adv-96.png,Original PDFs/Multi Message Signs/Advance Warning Series MMS-ADV/202131-0019.pdf | Original PDFs/Multi Message Signs/Advance Warning Series MMS-ADV/mms-adv-96.dwg
Multi Message Signs,Advance Warning Series (MMS-ADV),10256,202131-0035 - Mowing Ahead,MMS-ADV-97,600x600,"Size: 600 x 600, Refer to Sign MMS-ADV-97",PDF,8 June 2021,https://www.mainroads.wa.gov.au/49f09c/globalassets/technical-commercial/technical-library/signs-index/multi-message-signs/advance-warning-series-mms-adv/202131-0035-mowing-ahead.pdf | https://www.mainroads.wa.gov.au/49efc1/globalassets/technical-commercial/technical-library/signs-index/multi-message-signs/advance-warning-series-mms-adv/mms-adv-97.dwg | https://www.mainroads.wa.gov.au/49c751/globalassets/images/sign-thumbnails/multi-message/advance-warning/mms-adv-97.png,Original PDFs/Multi Message Signs/Advance Warning Series MMS-ADV/202131-0035-mowing-ahead.pdf | Original PDFs/Multi Message Signs/Advance Warning Series MMS-ADV/mms-adv-97.dwg
Multi Message Signs,Advance Warning Series (MMS-ADV),10256,202131-0036 - Mowing,MMS-ADV-98,1200x300,"Size: 1200 x 300, Refer to Sign MMS-ADV-98",PDF,8 June 2021,https://www.mainroads.wa.gov.au/49f0b1/globalassets/technical-commercial/technical-library/signs-index/multi-message-signs/advance-warning-series-mms-adv/202131-0036-mowing.pdf | https://www.mainroads.wa.gov.au/49ee25/globalassets/technical-commercial/technical-library/signs-index/multi-message-signs/advance-warning-series-mms-adv/mms-adv-98-mowing.dwg | https://www.mainroads.wa.gov.au/49c7f3/globalassets/images/sign-thumbnails/multi-message/advance-warning/mms-adv-98.png,Original PDFs/Multi Message Signs/Advance Warning Series MMS-ADV/202131-0036-mowing.pdf | Original PDFs/Multi Message Signs/Advance Warning Series MMS-ADV/mms-adv-98-mowing.dwg
Multi Message Signs,Advance Warning Series (MMS-ADV),10256,202131-0037 - Ride On Mower Symbol,MMS-ADV-99,600x600,"Size: 600 x 600, Refer to Sign MMS-ADV-99",PDF,8 June 2021,https://www.mainroads.wa.gov.au/49f0a1/globalassets/technical-commercial/technical-library/signs-index/multi-message-signs/advance-warning-series-mms-adv/202131-0037.pdf | https://www.mainroads.wa.gov.au/49ee13/globalassets/technical-commercial/technical-library/signs-index/multi-message-signs/advance-warning-series-mms-adv/mms-adv-99.dwg | https://www.mainroads.wa.gov.au/49c87f/globalassets/images/sign-thumbnails/multi-message/advance-warning/mms-adv-99.png,Original PDFs/Multi Message Signs/Advance Warning Series MMS-ADV/202131-0037.pdf | Original PDFs/Multi Message Signs/Advance Warning Series MMS-ADV/mms-adv-99.dwg
Multi Message Signs,Advance Warning Series (MMS-ADV),10256,202131-0041 - Pilot Vehicle / Follow Me,MMS-ADV-100,1200x600,"Size: 1200 x 600, Refer to Sign MMS-ADV-100",PDF,6 July 2021,https://www.mainroads.wa.gov.au/49f0b5/globalassets/technical-commercial/technical-library/signs-index/multi-message-signs/advance-warning-series-mms-adv/202131-0041-pilot-vehicle-follow-me.pdf | https://www.mainroads.wa.gov.au/49f146/globalassets/technical-commercial/technical-library/signs-index/multi-message-signs/advance-warning-series-mms-adv/mms-adv-100-pilot-vehicle-follow-me.dwg | https://www.mainroads.wa.gov.au/49f194/globalassets/images/sign-thumbnails/multi-message/advance-warning/mms-adv-100.png,Original PDFs/Multi Message Signs/Advance Warning Series MMS-ADV/202131-0041-pilot-vehicle-follow-me.pdf | Original PDFs/Multi Message Signs/Advance Warning Series MMS-ADV/mms-adv-100-pilot-vehicle-follow-me.dwg
Multi Message Signs,Advance Warning Series (MMS-ADV),10256,202131-0061 - On Side Road,MMS-ADV-101,600x600,"Size: 600 x 600, Refer to Drawing MMS-ADV-101",PDF,21 September 2021,https://www.mainroads.wa.gov.au/49f0a4/globalassets/technical-commercial/technical-library/signs-index/multi-message-signs/advance-warning-series-mms-adv/202131-0061.pdf | https://www.mainroads.wa.gov.au/49f15b/globalassets/technical-commercial/technical-library/signs-index/multi-message-signs/advance-warning-series-mms-adv/mms-adv-101.dwg | https://www.mainroads.wa.gov.au/4a71cd/globalassets/images/sign-thumbnails/multi-message/advance-warning/mms-adv-101.jpg,Original PDFs/Multi Message Signs/Advance Warning Series MMS-ADV/202131-0061.pdf | Original PDFs/Multi Message Signs/Advance Warning Series MMS-ADV/mms-adv-101.dwg
Multi Message Signs,Advance Warning Series (MMS-ADV),10256,MMS-ADV-1 - xxkm ahead,MMS-ADV-1,1200x300,"Size: 1200 x 300, Refer to Drawing 201031-0103",Other,16 July 2020,https://www.mainroads.wa.gov.au/49f13d/globalassets/technical-commercial/technical-library/signs-index/multi-message-signs/advance-warning-series-mms-adv/mms-adv-1.dwg | https://www.mainroads.wa.gov.au/49ee1f/globalassets/technical-commercial/technical-library/signs-index/multi-message-signs/advance-warning-series-mms-adv/201031-0103.pdf | https://www.mainroads.wa.gov.au/4a3245/globalassets/images/sign-thumbnails/multi-message/advance-warning/mms-adv-1.gif,Original PDFs/Multi Message Signs/Advance Warning Series MMS-ADV/mms-adv-1.dwg | Original PDFs/Multi Message Signs/Advance Warning Series MMS-ADV/201031-0103.pdf
Multi Message Signs,Advance Warning Series (MMS-ADV),10256,MMS-ADV-10 - Do not overtake,MMS-ADV-10,1200x300,"Size: 1200 x 300, Refer to Drawing 201031-0112",Other,16 July 2020,https://www.mainroads.wa.gov.au/49f151/globalassets/technical-commercial/technical-library/signs-index/multi-message-signs/advance-warning-series-mms-adv/mms-adv-10.dwg | https://www.mainroads.wa.gov.au/49ee58/globalassets/technical-commercial/technical-library/signs-index/multi-message-signs/advance-warning-series-mms-adv/201031-0112.pdf | https://www.mainroads.wa.gov.au/4a3246/globalassets/images/sign-thumbnails/multi-message/advance-warning/mms-adv-10.gif,Original PDFs/Multi Message Signs/Advance Warning Series MMS-ADV/mms-adv-10.dwg | Original PDFs/Multi Message Signs/Advance Warning Series MMS-ADV/201031-0112.pdf
Multi Message Signs,Advance Warning Series (MMS-ADV),10256,MMS-ADV-100 - Pilot Vehicle / Follow Me,MMS-ADV-100,1200x600,"Size: 1200 x 600, Refer to Drawing 202131-0041",Other,6 July 2021,https://www.mainroads.wa.gov.au/49f146/globalassets/technical-commercial/technical-library/signs-index/multi-message-signs/advance-warning-series-mms-adv/mms-adv-100-pilot-vehicle-follow-me.dwg | https://www.mainroads.wa.gov.au/49f0b5/globalassets/technical-commercial/technical-library/signs-index/multi-message-signs/advance-warning-series-mms-adv/202131-0041-pilot-vehicle-follow-me.pdf | https://www.mainroads.wa.gov.au/49f194/globalassets/images/sign-thumbnails/multi-message/advance-warning/mms-adv-100.png,Original PDFs/Multi Message Signs/Advance Warning Series MMS-ADV/mms-adv-100-pilot-vehicle-follow-me.dwg | Original PDFs/Multi Message Signs/Advance Warning Series MMS-ADV/202131-0041-pilot-vehicle-follow-me.pdf
Multi Message Signs,Advance Warning Series (MMS-ADV),10256,MMS-ADV-101 - On Side Road,MMS-ADV-101,600x600,"Size: 600 x 600, Refer to Drawing 202131-0061",Other,21 September 2021,https://www.mainroads.wa.gov.au/49f15b/globalassets/technical-commercial/technical-library/signs-index/multi-message-signs/advance-warning-series-mms-adv/mms-adv-101.dwg | https://www.mainroads.wa.gov.au/49f0a4/globalassets/technical-commercial/technical-library/signs-index/multi-message-signs/advance-warning-series-mms-adv/202131-0061.pdf | https://www.mainroads.wa.gov.au/4a71cd/globalassets/images/sign-thumbnails/multi-message/advance-warning/mms-adv-101.jpg,Original PDFs/Multi Message Signs/Advance Warning Series MMS-ADV/mms-adv-101.dwg | Original PDFs/Multi Message Signs/Advance Warning Series MMS-ADV/202131-0061.pdf
Multi Message Signs,Advance Warning Series (MMS-ADV),10256,MMS-ADV-11 - Drive slowly,MMS-ADV-11,1200x300,"Size: 1200 x 300, Refer to Drawing 201031-0113",Other,16 July 2020,https://www.mainroads.wa.gov.au/49f16f/globalassets/technical-commercial/technical-library/signs-index/multi-message-signs/advance-warning-series-mms-adv/mms-adv-11.dwg | https://www.mainroads.wa.gov.au/49ee66/globalassets/technical-commercial/technical-library/signs-index/multi-message-signs/advance-warning-series-mms-adv/201031-0113.pdf | https://www.mainroads.wa.gov.au/4a3246/globalassets/images/sign-thumbnails/multi-message/advance-warning/mms-adv-11.gif,Original PDFs/Multi Message Signs/Advance Warning Series MMS-ADV/mms-adv-11.dwg | Original PDFs/Multi Message Signs/Advance Warning Series MMS-ADV/201031-0113.pdf
Multi Message Signs,Advance Warning Series (MMS-ADV),10256,MMS-ADV-12 - Grader ahead,MMS-ADV-12,600x600,"Size: 600 x 600, Refer to Drawing 201031-0114",Other,16 July 2020,https://www.mainroads.wa.gov.au/49f163/globalassets/technical-commercial/technical-library/signs-index/multi-message-signs/advance-warning-series-mms-adv/mms-adv-12.dwg | https://www.mainroads.wa.gov.au/49ee4f/globalassets/technical-commercial/technical-library/signs-index/multi-message-signs/advance-warning-series-mms-adv/201031-0114.pdf | https://www.mainroads.wa.gov.au/4a3246/globalassets/images/sign-thumbnails/multi-message/advance-warning/mms-adv-12.gif,Original PDFs/Multi Message Signs/Advance Warning Series MMS-ADV/mms-adv-12.dwg | Original PDFs/Multi Message Signs/Advance Warning Series MMS-ADV/201031-0114.pdf
Multi Message Signs,Advance Warning Series (MMS-ADV),10256,MMS-ADV-13 - Heavy vehicles,MMS-ADV-13,600x600,"Size: 600 x 600, Refer to Drawing 201031-0115",Other,16 July 2020,https://www.mainroads.wa.gov.au/49f179/globalassets/technical-commercial/technical-library/signs-index/multi-message-signs/advance-warning-series-mms-adv/mms-adv-13.dwg | https://www.mainroads.wa.gov.au/49ee5d/globalassets/technical-commercial/technical-library/signs-index/multi-message-signs/advance-warning-series-mms-adv/201031-0115.pdf | https://www.mainroads.wa.gov.au/4a3246/globalassets/images/sign-thumbnails/multi-message/advance-warning/mms-adv-13.gif,Original PDFs/Multi Message Signs/Advance Warning Series MMS-ADV/mms-adv-13.dwg | Original PDFs/Multi Message Signs/Advance Warning Series MMS-ADV/201031-0115.pdf
Multi Message Signs,Advance Warning Series (MMS-ADV),10256,MMS-ADV-14 - High vehicles,MMS-ADV-14,600x600,"Size: 600 x 600, Refer to Drawing 201031-0116",Other,16 July 2020,https://www.mainroads.wa.gov.au/49f18d/globalassets/technical-commercial/technical-library/signs-index/multi-message-signs/advance-warning-series-mms-adv/mms-adv-14.dwg | https://www.mainroads.wa.gov.au/49ee6f/globalassets/technical-commercial/technical-library/signs-index/multi-message-signs/advance-warning-series-mms-adv/201031-0116.pdf | https://www.mainroads.wa.gov.au/4a3246/globalassets/images/sign-thumbnails/multi-message/advance-warning/mms-adv-14.gif,Original PDFs/Multi Message Signs/Advance Warning Series MMS-ADV/mms-adv-14.dwg | Original PDFs/Multi Message Signs/Advance Warning Series MMS-ADV/201031-0116.pdf
Multi Message Signs,Advance Warning Series (MMS-ADV),10256,MMS-ADV-15 - Line marking,MMS-ADV-15,600x600,"Size: 600 x 600, Refer to Drawing 201031-0117",Other,16 July 2020,https://www.mainroads.wa.gov.au/49f181/globalassets/technical-commercial/technical-library/signs-index/multi-message-signs/advance-warning-series-mms-adv/mms-adv-15.dwg | https://www.mainroads.wa.gov.au/49ee7c/globalassets/technical-commercial/technical-library/signs-index/multi-message-signs/advance-warning-series-mms-adv/201031-0117.pdf | https://www.mainroads.wa.gov.au/4a3246/globalassets/images/sign-thumbnails/multi-message/advance-warning/mms-adv-15.gif,Original PDFs/Multi Message Signs/Advance Warning Series MMS-ADV/mms-adv-15.dwg | Original PDFs/Multi Message Signs/Advance Warning Series MMS-ADV/201031-0117.pdf
Multi Message Signs,Advance Warning Series (MMS-ADV),10256,MMS-ADV-16 - Line marking,MMS-ADV-16,1200x300,"Size: 1200 x 300, Refer to Drawing 201031-0118",Other,16 July 2020,https://www.mainroads.wa.gov.au/49f19b/globalassets/technical-commercial/technical-library/signs-index/multi-message-signs/advance-warning-series-mms-adv/mms-adv-16.dwg | https://www.mainroads.wa.gov.au/49ee65/globalassets/technical-commercial/technical-library/signs-index/multi-message-signs/advance-warning-series-mms-adv/201031-0118.pdf | https://www.mainroads.wa.gov.au/4a3246/globalassets/images/sign-thumbnails/multi-message/advance-warning/mms-adv-16.gif,Original PDFs/Multi Message Signs/Advance Warning Series MMS-ADV/mms-adv-16.dwg | Original PDFs/Multi Message Signs/Advance Warning Series MMS-ADV/201031-0118.pdf
Multi Message Signs,Advance Warning Series (MMS-ADV),10256,MMS-ADV-17 - Look both ways two-way traffic,MMS-ADV-17,1200x600,"Size: 1200 x 600, Refer to Drawing 201031-0119",Other,16 July 2020,https://www.mainroads.wa.gov.au/49ec28/globalassets/technical-commercial/technical-library/signs-index/multi-message-signs/advance-warning-series-mms-adv/mms-adv-17.dwg | https://www.mainroads.wa.gov.au/49ee75/globalassets/technical-commercial/technical-library/signs-index/multi-message-signs/advance-warning-series-mms-adv/201031-0119.pdf | https://www.mainroads.wa.gov.au/4a3246/globalassets/images/sign-thumbnails/multi-message/advance-warning/mms-adv-17.gif,Original PDFs/Multi Message Signs/Advance Warning Series MMS-ADV/mms-adv-17.dwg | Original PDFs/Multi Message Signs/Advance Warning Series MMS-ADV/201031-0119.pdf
Multi Message Signs,Advance Warning Series (MMS-ADV),10256,MMS-ADV-18 - Next xx km,MMS-ADV-18,600x600,"Size: 600 x 600, Refer to Drawing 201031-0120",Other,16 July 2020,https://www.mainroads.wa.gov.au/49ec3f/globalassets/technical-commercial/technical-library/signs-index/multi-message-signs/advance-warning-series-mms-adv/mms-adv-18.dwg | https://www.mainroads.wa.gov.au/49ee84/globalassets/technical-commercial/technical-library/signs-index/multi-message-signs/advance-warning-series-mms-adv/201031-0120.pdf | https://www.mainroads.wa.gov.au/4a3246/globalassets/images/sign-thumbnails/multi-message/advance-warning/mms-adv-18.gif,Original PDFs/Multi Message Signs/Advance Warning Series MMS-ADV/mms-adv-18.dwg | Original PDFs/Multi Message Signs/Advance Warning Series MMS-ADV/201031-0120.pdf
Multi Message Signs,Advance Warning Series (MMS-ADV),10256,MMS-ADV-19 - Next xxkm (white),MMS-ADV-19,1200x300,"Size: 1200 x 300, Refer to Drawing 201031-0121",Other,16 July 2020,https://www.mainroads.wa.gov.au/49ec5c/globalassets/technical-commercial/technical-library/signs-index/multi-message-signs/advance-warning-series-mms-adv/mms-adv-19.dwg | https://www.mainroads.wa.gov.au/49ee93/globalassets/technical-commercial/technical-library/signs-index/multi-message-signs/advance-warning-series-mms-adv/201031-0121.pdf | https://www.mainroads.wa.gov.au/4a3246/globalassets/images/sign-thumbnails/multi-message/advance-warning/mms-adv-19.gif,Original PDFs/Multi Message Signs/Advance Warning Series MMS-ADV/mms-adv-19.dwg | Original PDFs/Multi Message Signs/Advance Warning Series MMS-ADV/201031-0121.pdf
Multi Message Signs,Advance Warning Series (MMS-ADV),10256,MMS-ADV-2 - xxkm ahead,MMS-ADV-2,600x600,"Size: 600 x 600, Refer to Drawing 201031-0104",Other,16 July 2020,https://www.mainroads.wa.gov.au/49ec4f/globalassets/technical-commercial/technical-library/signs-index/multi-message-signs/advance-warning-series-mms-adv/mms-adv-2.dwg | https://www.mainroads.wa.gov.au/49ee1a/globalassets/technical-commercial/technical-library/signs-index/multi-message-signs/advance-warning-series-mms-adv/201031-0104.pdf | https://www.mainroads.wa.gov.au/4a3247/globalassets/images/sign-thumbnails/multi-message/advance-warning/mms-adv-2.gif,Original PDFs/Multi Message Signs/Advance Warning Series MMS-ADV/mms-adv-2.dwg | Original PDFs/Multi Message Signs/Advance Warning Series MMS-ADV/201031-0104.pdf
Multi Message Signs,Advance Warning Series (MMS-ADV),10256,MMS-ADV-20 - Now,MMS-ADV-20,1200x300,"Size: 1200 x 300, Refer to Drawing 201031-0122",Other,16 July 2020,https://www.mainroads.wa.gov.au/49ec62/globalassets/technical-commercial/technical-library/signs-index/multi-message-signs/advance-warning-series-mms-adv/mms-adv-20.dwg | https://www.mainroads.wa.gov.au/49ee7e/globalassets/technical-commercial/technical-library/signs-index/multi-message-signs/advance-warning-series-mms-adv/201031-0122.pdf | https://www.mainroads.wa.gov.au/4a3247/globalassets/images/sign-thumbnails/multi-message/advance-warning/mms-adv-20.gif,Original PDFs/Multi Message Signs/Advance Warning Series MMS-ADV/mms-adv-20.dwg | Original PDFs/Multi Message Signs/Advance Warning Series MMS-ADV/201031-0122.pdf
